speech_id,keywords,speech_giver,year,topic_label
term18-year4-session006-2,"Adnan Kahveci, İstanbul, Meclis, hükümet, ekonomi, kalkınma, yatırım, altyapı, eğitim, sağlık, refah. 


**Açıklama:**

Konuşma, İstanbul'dan bir bakanın (",Baki Durmaz,4,
term18-year4-session006-3,"Kamuoyu, Medya, Demokrasi, Reform, Adalet, Vatandaş, Hükümet, Siyaset, Eleştiri, Gelecek. 

(Not: Konuşmanın içeriğine göre anahtar kelimeleri belirledim.",K. Kemal Anadol,4,
term18-year4-session006-4,"Maliye Bakanı, Adnan Kahveci, İstanbul, Gündem Dışı Konuşma, ANAP, Alkışlar, Maliye ve Gümrük Bakanlığı, Parlamento, Politikacılar, Konuşma, Güncel Konular",Güneş Müftüoğlu,4,
term18-year4-session085-1,"Çiftçi, Ürün Bedelleri, Ödeme, Gündem Dışı Konuşma, Orhan Şendag, Adana, DYP, Alkışlar, Meclis (ima ediliyorsa), Tarım (ima ed",Orhan Şendag,4,
term18-year4-session085-2,"pamuk, çiftçi, ödeme, borç, tarım, kooperatif, Ziraat Bankası, fındık, yerfıstığı, şeker",Mehmet Ali Eren,4,
term18-year4-session085-3,"ONURAL ŞEREF BOZKURT, Ankara, Meclis, konuşma, politika, demokrasi, katılım, toplum, gelecek, umut, temsil",Rıza Ilıman,4,
term18-year4-session032-1,"Bu konuşmadan çıkarılan 10 anahtar kelime:

İzmir, Bayazıt, Meclis, Konuşma, Politika (doğrudan bahsedilmemiş ancak bağlamdan anlaşılıyor), İzmirli (Bayazıt'ın kim",M. Turan Bayazıt,4,
term18-year4-session032-2,"tarafsız arabulucu, Türkiye Taşkömürü Kurumu, Türkiye Kömür İşletmeleri, anlaşma, grev, İş Kanunu, Lokavt Kanunu, Zabıtlar, Sağlık işkolu, Yüksek Hakem Kurulu.",Selahattin Kılıç,4,
term18-year4-session032-3,"Adana, AHATTİN KILIÇ, milletvekili, konuşma, demokrasi, katılım, toplum, gelecek, değişim, umut, sorumluluk.",Ahmet Rüştü Kurt,4,
term18-year4-session076-1,"Erzurum, Mehmet Kahraman, milletvekili, konuşma, demokrasi, katılım, ifade özgürlüğü, vatandaş, diyalog, çözüm, gelecek.",Mehmet Kahraman,4,
term18-year4-session076-2,"mehmet kahraman, Erzurum, söz, Meclis, politika, karar, vatandaş, gelecek, umut, sorumluluk.",Enis Tütüncü,4,
term18-year4-session076-3,"Erzurum, Mehmet Kahraman, Gündem Dışı Konuşma, Söz, Meclis, Milletvekili, Önerge, Tartışma, Katılım, Kamuoyu",Şinasi Altıner,4,
term18-year4-session082-1,"İbrahim Tez, Ankara, Anlatım, Olay, Meclis üyesi, Vatandaş, Demokrasi, Katılım, Özgürlük, İfade",İbrahim Tez,4,
term18-year4-session082-2,"İrfan Demiralp, Samsun, Meclis, Konuşma, Politikacılar, Vatandaşlar, Demokrasi, Katılım, Temsil, Özgürlük",İrfan Demiralp,4,
term18-year4-session082-3,"İbrahim Tez, Yasama Organı, Saygı, Çalıştırılmama, Cumhur, Yasama, Hafta, Arkadaşlar, Laf Atma, Organ",Halil Çulhaoğlu,4,
term18-year4-session078-1,"Fabrikalar, Satış, İddialar, Meclis Araştırması, Gerçeklik Derecesi, Yeniden Hizmete Açılma, Tedbirler, Oylama, Karar Yetersayısı, 6 Şubat 19",İlhan Aşk,4,
term18-year4-session078-2,"İş kazaları, Meslek hastalıkları, Meclis araştırması, Erzurum, Doğu Anadolu, Güneydoğu Anadolu, Fabrikalar, Satış, Oylama, 6 Şubat 1991, Saat 15.00",Neccar Türkcan,4,
term18-year4-session033-1,"Gümüşhane, Sungurlu, Belediye Başkanı, Çevre, Sürdürülebilirlik, Yatırım, Kalkınma, Kaynaklar, Toplum, İhtiyaçlar

(Not: Konuşmanın içeriğine dayanarak, ana",Sungurlu,4,
term18-year4-session033-2,"çünkü konuşma genel olarak belirli bir konuyu veya olayı vurgulamıyor.  Ancak metinde öne çıkan bazı önemli unsurları belirleyebiliriz:

kadın, erkek, toplum, gelecek, umut, katılım, diyalog",İrfan Demiralp,4,
term18-year4-session033-3,"adalet, bakan, Mahmut Oltan Sungurlu, Gümüşhane, ANAP, alkışlar, politika, hukuk, yargı, meclis",Yusuf Kenan Sönmez,4,
term18-year4-session033-4,"Cüneyt Canver, Adana, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine",Cüneyt Canver,4,
term18-year4-session034-1,"Öğretim üyeleri, Yüksek Öğretim Kanunu, Toplantı ve Gösteri Yürüyüşleri Kanunu, Erzurum, İçişleri Bakanı, Vilayet, Takip, Muhalefet, Sözlü Soru Önergesi, Meclis, Ö",Özer Gürbüz,4,
term18-year4-session079-1,"riza iliman, Çorum, TBMM, konuşma, politika, ekonomi, sosyal adalet, kalkınma, gelecek, umut, vatandaş",Rıza Ilıman,4,
term18-year4-session079-2,"Ali Şahin, Kahramanmaraş, Meclis, Anayasa, Demokrasi, Hukukun Üstünlüğü, Milli Birlik, Terörle Mücadele, Barış, Adalet",Ali Şah,4,
term18-year4-session079-3,"Bursa, Meclis, Vatandaş, Demokrasi, Katılım, Gelecek, Eğitim, Sağlık, Kalkınma, Sorunlar, Çözüm",Beytullah Mehmet Gazioğlu,4,
term18-year4-session061-1,"aylama, kanun tasarısı, Dışişleri, Plan ve Bütçe, komisyon, politika (doğrudan bahsedilmemiş olsa da bağlamdan çıkarılabilir), uluslararası ilişkiler, yasal düzenleme, değerlendirme, önerge, parlamenter süreç.",Aykut,4,
term18-year4-session061-2,"fez krizi, Dışişleri Bakanı, yazılı soru önergesi, tedbirler, politika, Meclis, TBMM, Parlamento, olay, yer, kişi",Fehmi Işıklar,4,
term18-year4-session061-3,"Çalışma ve Sosyal Güvenlik, Bangani, İmren Aykut, Teklif, Tepki, Tevfik Koçak, Ordu, İhsan Nuri Topkaya, Tartışma, 30 bin lira.",K. Kemal Anadol,4,
term18-year4-session061-4,"ci, vekillik, Cumhurbagkanlığı, tezkeresi, Meclis, 3/1503, 63",Çiçek,4,
term18-year4-session083-1,"Sayıştay, Seçim, Denetim, Şeffaflık, Hesap verebilirlik, Kamuoyu, Adaylar, Oylar, Yasalar, Kurallar",Yaşar Topçu,4,
term18-year4-session083-2,"eri alma, önergesi, sözlü soru, Danışma Kurulu, kanun tasarısı, teklif, Sayıştay, seçim, boş üyelik, görüşülme sırası, çalışma saati",Erol Ağagil,4,
term18-year4-session083-3,"Sayıştay, Seçim, Denetim, Şeffaflık, Hesap verebilirlik, Kamuoyu, Adaylar, Oylar, Yasalar, Kurallar",Yazar,4,
term18-year4-session083-4,"Veli Aksoy, Arifiye, Sincan, Demiryolu, Meclis Araştırması, Kars, Mahmut Alınak, Genel Kurul, Televizyon, Naklen Yayın",Abdullah Aykon Doğan,4,
term18-year4-session077-1,"al Akkaya, vekillik, Cumhur, uygun görülme, Meclis, milletvekili, siyasi parti, seçim, temsil, demokratik süreç.",Ali Talip Özdemir,4,
term18-year4-session077-2,"Kars Milletvekili, Mahmut Alınak, gözaltı, avukat, Adalet Bakanı, Mahmut Oltan Sungurlu, Birleşmiş Milletler Kalkınma Programı (UNİDO), Dışişleri Bakanı, Ahmet Kurtcebe Alptemoçin, Türkiye Büyük",Ahmet Ers,4,
term18-year4-session077-3,"Hatay, Ali Uyar, sağlık politikası, iş kazaları, meslek hastalıkları, iş güvenliği, Erzurum, Doğu Anadolu, Güneydoğu Anadolu, fabrikalar, öğretmen yeterlik sınavları, İller Bankası, Belediyeler Fon",Tevfik Ertüz,4,
term18-year4-session077-4,"Hatay, Mehmet Dönen, Öğretmen Yeterlik Sınavı, Millî Eğitim Bakanı Avni Akyol, Tunceli, Kamer Genç, İller Bankası, Belediyeler Fonundan, Bayındırlık ve İskân Bakanı Cengiz Altın",Çelebi,4,
term18-year4-session072-1,"Kayseri, TBMM, Halit Özsoy, Konuşma, Siyaset, Demokrasi, Vatandaş, Temsil, Gelecek, Umut",S. Halil Özsoy,4,
term18-year4-session072-2,"Hakkâri, Sakarya, Zonguldak, Afyon, Balıkesir, Adana, Trakya, Tarım, Kooperatif, Meclis Araştırması",Mehmet Halit Dağlı,4,
term18-year4-session072-3,"Meclis araştırması, önergenin reddedilmesi, öngörüşmeler, hükûmet, gruplar, talepler, politika (konu olarak dolaylı olarak), tespit, tedbirler, yararlılık.",Ahmet Rüştü Kurt,4,
term18-year4-session042-1,"iç göç, Zonguldak, Doğu, Güneydoğu, CIA, Kontgerilla, NATO, Özel Harp Dairesi, maden işçileri, Türkiye Taşkömürü Müessesesi",Erdal İnönü,4,
term18-year4-session042-2,"Vefa Tanır, Zonguldak, Güneş Müftüoşlu, Ahmet Ersin, Deniz Baykal, İrfan Gürpınar, Konya, Meclis araştırması, Kontgerilla, İç göç",Vefa Tanır,4,
term18-year4-session013-1,"A.T.A. Karneleri, Kanun Tasarısı, Dışişleri, Plan ve Bütçe Komisyonları, Raporlar, Meclis, Eğitim, Öğrenci, Belgeler, Yasal Düzenleme.",Cemal Şah,4,
term18-year4-session013-2,"malmaz, aday, gösterilmesi, TBMM, siyasi, seçim, katılım, demokrasi, temsil, gelecek",Mahmut Alınak,4,
term18-year4-session013-3,"İbrahim Öztürk, Mehmet Perçin, Orhan Şendağ, AFYON, AĞRI, Ankara, Erol Ağagil, Deniz Baykal, Aydın, Bursa, Diyarbakır, Edirne, Erzurum, Gaziantep, İslah",İbrahim Tez,4,
term18-year4-session014-1,"Niğde, Mahmut Öztürk, gündem dışı konuşma, Meclis, demokrasi, ifade özgürlüğü, katılım, soru, yanıt, vatandaş, ilgi",Mahmut Öztürk,4,
term18-year4-session014-2,"M. İstemihan Talay, İçel, Meclis, Hükümet, Ekonomik Durum, Sosyal Sorunlar, Vatandaş, Gelecek, Umut, Çözüm",M. İstemihan Talay,4,
term18-year4-session014-3,"Niğde, Mahmut Öztürk, gündem dışı konuşma, Meclis, demokrasi, ifade özgürlüğü, soru, yanıt, vatandaş, katılım.",Güneş Müftüoğlu,4,
term18-year4-session022-1,"Trabzon, Mehmet Çakıroğlu, milletvekili, demokrasi, katılım, ifade özgürlüğü, vatandaş, diyalog, çözüm, gelecek, umut.",Mehmet Çakıroğlu,4,
term18-year4-session022-2,"Çakıroğlu, Trabzon, Meclis, Konuşma, Söz, Politika (doğrudan bahsedilmemiş ancak bağlamdan anlaşılıyor), Eğitim (ima ediliyor), Destek, Sorumluluk, Gelecek",İlhami Binici,4,
term18-year4-session015-1,"Recep Ergun, Kayseri, Anap, alkışlar, TBMM, konuşma, söz, politika (konuşmada doğrudan kullanılmasa da bağlamdan çıkarılabilir), temsilci (Sayın Ergun ifadesinden), meclis (im",Recep Orhan Erg,4,
term18-year4-session015-2,"Kayseri, Milletvekili, Recep Ergun, TBMM, Anap, Alkışlar, Politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), Sayın, Veriyorum, Söz, Buyurun.",İnan,4,
term18-year4-session091-1,"İbrahim Tez, Ankara, Cumhurbaşkanı, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Özgürlük, Kalkınma",İbrahim Tez,4,
term18-year4-session091-2,"Naim Geylani, Hakkari, Meclis, Konuşma, Politika, Eğitim, Gençlik, Kadın, Kalkınma, Demokrasi",Naim Geylani,4,
term18-year4-session091-3,"Afyon, Abdullah Ulutürk, milletvekili, konuşma, demokrasi, katılım, toplum, gelecek, değişim, umut, sorumluluk.",Abdullah Ulutürk,4,
term18-year4-session028-1,"Cemal Seymen, Nevşehir, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler",Cemal Seymen,4,
term18-year4-session028-2,"Hakkında, Kanun Hükmünde Kararname, Değişiklik, Kabul, Siyasî Partiler, Bütçe, Oylama, 1 Kasım 1990, Perşembe, Toplanma",Halil Çulhaoğlu,4,
term18-year4-session028-3,"Istanbul, Milletvekili, Namık Kemal Zeybek, Yoklama, TBMM, Konuşma, Politikacı, Demokrasi, Yasama, Halk",M. Ali Eren,4,
term18-year4-session012-1,"Öner Miski, Hatay, Parlamento, Hükümet, Demokrasi, Barış, Terör, Güvenlik, İnsan Hakları, Siyaset",Öner Miski,4,
term18-year4-session012-2,"Yasası, Gündem Dışı, Söz, DSP (Sıralarından Alkışlar), YAŞAR TOPÇU, Sinop, Meclis, Konu, Olay, Kişi",Yaşar Topçu,4,
term18-year4-session012-3,"halk, ıstırabı, milletvekili, Hükümet, saygı, selam, DVP, SHP, alkış, konuşma",Ahmet Ers,4,
term18-year4-session026-1,"İbrahim Tez, Ankara, Cumhurbaşkanı, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Özgürlük, Kalkınma",İbrahim Tez,4,
term18-year4-session026-2,"fiyat artışı, yaşam koşulları, pahalılık, artırım, Meclis, Yüce Meclis, saygı, Genel Kurul, SHP, alkışlar.",Güneş Müftüoğlu,4,
term18-year4-session026-3,"gündem, Yüce Meclis, saygılar, Genel Kurul, SHP, alkışlar, politika, konu, gereği yapmak, inancım",Beşer Baydar,4,
term18-year4-session090-1,"Tevfik Ertüzlün, Zonguldak, DYP, alkışlar, Meclis, konuşma, politika, milletvekili, parti, hükümet",Tevfik Ertüz,4,
term18-year4-session090-2,"Kocaeli, Ömer Türkçakal, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, toplum, gelecek, umut.",Ömer Türkçakal,4,
term18-year4-session090-3,"kanun, cevap, Meclis, DEVLET BAKANI IŞIN ÇELEBİ, İzmir, politika (konuşmanın içeriğine dayanarak çıkarılan genel bir anahtar kelime), soru, katılım, tartışma, temsilci",Kâmil Ateşoğulları,4,
term18-year4-session027-1,"Hüsnü Karataş, İYİ Parti, Ankara, Eğitim, Reform, Gençlik, Gelecek, Demokrasi, Özgürlük, Sorunlar. 


**Açıklama:**

Konuşma metninde öne çıkan",Hüseyin Barlas Doğu,4,
term18-year4-session027-2,"Hüsnü Bozkır, AKP, muhalefet, konuşma, parlamenter, demokrasi, katılım, ifade özgürlüğü, tartışma, gelecek",Özer Gürbüz,4,
term18-year4-session027-3,"Virolainen, Jim Tunney, Ott, Parlamentolararası Birlik, Konferans, İzleme Komitesi, Kulis Faaliyetleri, Güney Kıbrıs, Karar, Temsil Hakkı",Türkân Akyol,4,
term18-year4-session089-1,"Hasan Zengin, Manisa, SHP, alkışlar, konuşma, TBMM, milletvekili, politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler)

Not: Verilen metin çok kısa olduğu için, konuşmanın tam",Hasan Zeng,4,
term18-year4-session089-2,"Milletvekili, Hasan Zengin, Manisa, SHP, alkışlar, politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler)

Not: Verilen metin çok kısa olduğu için, konuşmanın tam içeri",İsmail Köse,4,
term18-year4-session089-3,"Malatya, İbrahim Aksoy, milletvekili, konuşma, demokrasi, katılım, toplum, gelecek, değişim, umut.",İbrahim Aksoy,4,
term18-year4-session086-1,"Hilmi Ziya Postacı, Aydın, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel ter",Hilmi Ziya Postacı,4,
term18-year4-session086-2,"kayı, İ. ÖNDER KIRLI, bitirme, Meclis, olay, yer, kişi, politika, tartışma, karar, temsil",Kazım Oksay,4,
term18-year4-session086-3,"İ. Önder Kirli, Türkiye, Başkan, Demokrasi, Konuşma, Reform, Adalet, Vatandaş, Gelecek, Değişim",İ. Önder Kırlı,4,
term18-year4-session094-1,"Zonguldak, Milletvekili, Güneş Müftüoğlu, Enerji, Sanayi, İşçiler, Haklar, Sosyal Adalet, Ekonomik Büyüme, Kamuoyu, Destek.",Güneş Müftüoğlu,4,
term18-year4-session094-2,"Müftüoğlu, Zonguldak, Gündem dışı, Konuşma, Alkış, Zaman, Talep, Meclis (ima ediliyorsa), DSP (sırtlanlardan alkışlar ifadesiyle ima",Özer Gürbüz,4,
term18-year4-session094-3,"Öğrenci, Kart, EGO, Zam, Servis, Orta Doğu Teknik Üniversitesi, Bütçe, Mağdur, Kampüs, Otostop",Ahmet Ers,4,
term18-year4-session005-1,"irfan demiralp, samsun, konuşma, alkış, DYP, meclis, ifade, demokratik, temsil, katılım",İrfan Demiralp,4,
term18-year4-session075-1,"Orhan Şendag, Adana, DSP, Konuşma, Alkış, Riayet, Meclis, Konu, Olay, Kişinin Adı",Orhan Şendağ,4,
term18-year4-session075-2,"Cüneyt Canver, Adana, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine",Cüneyt Canver,4,
term18-year4-session075-3,"Bölge, Etki, Gündem Dışı, Söz, DSP, Adana, Orhan Şendag, Alkış, Riayet, Parlamento (implicite)",Naim Geylani,4,
term18-year4-session081-1,"Çorum, Nevzat Aksu, milletvekili, konuşma, demokrasi, katılım, toplum, gelecek, sorumluluk, değişim, umut.",Nevzat Aksu,4,
term18-year4-session081-2,"Ömer Türkçakal, Kocaeli, Meclis, Rapor, Reform, Demokrasi, Vatandaş, Gelecek, Sorun, Çözüm",Ömer Türkçakal,4,
term18-year4-session081-3,"Körfez Savaşı, Basın, Yorum, Vatandaş, Umutsuzluk, Dünya, Amerika, CIA, Savaş, Entellektüel İtibar.",Halil Orhan Ergüder,4,
term18-year4-session063-1,"Bayazıt, İzmir, SHP, alkışlar, Meclis, konuşma, politika (konuşmada doğrudan kullanılmasa da bağlamdan çıkarılabilir), temsilci (Sayın Bayazıt ifadesinden), görüş (konuşmanın içeri",M. Turan Bayazıt,4,
term18-year4-session063-2,"Gündem dışı, konuşma, SHP, alkış, İzmir, Turan Bayazıt, Meclis (ima edilişi), politika (konu iması), olay (konuşmanın niteliği), kişi (Turan Bayaz",Mahmut Öztürk,4,
term18-year4-session063-3,"ahmut Öztürk, Niğde, TBMM, konuşma, politika, Meclis, Parlamento, temsilci, vatandaş, demokrasi",Ahmet Ers,4,
term18-year4-session038-1,"öz veriyorum, Sayın Gürbüz, SHP, alkışlar, Sinop, teşekkür, Meclis, konuşma, politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), temsilci (Sayın Gür",Özer Gürbüz,4,
term18-year4-session038-2,"işçiler, sorunlar, SHP, alkışlar, Özer Gürbüz, Sinop",Mehmet Korkmaz,4,
term18-year4-session038-3,"özer gürbüz, Sinop, SHP, alıştırma, sorun, konuşma, TBMM, milletvekili, parti, ifade",Rıza Yılmaz,4,
term18-year4-session031-1,"Yüksel Gençel, Sayın Çengel, İstanbul, Meclis, Konuşma, Politika, Demokrasi, Temsil, Vatandaş, Katılım",Yüksel Çengel,4,
term18-year4-session031-2,"Göksel Kalaycıoğlu, Ankara, Meclis, Konuşma, ANAP, Alkışlar, Politika (konu), Reform (olay), Vatandaş (kişi), Demokrasi (yer)",Göksel Kalaycıoğlu,4,
term18-year4-session031-3,"baraj, bombalama, kampanya, inceleme komitesi, hidrolik santral, mühendislik, büyükşehir belediye, para harcama, hata, bilimsel dayanak",İ. Önder Kırlı,4,
term18-year4-session036-1,"Erzincan, Mustafa Kul, Milletvekili, Toplantı, Konuşma, Demokrasi, Vatandaş, Gelecek, Umut, Sorun",Mustafa Kul,4,
term18-year4-session036-2,"Kamuoyu, Medya, Demokrasi, Reform, Adalet, Vatandaş, Hükümet, Siyaset, Eleştiri, Gelecek. 

(Not: Konuşmanın içeriğine göre anahtar kelimeleri belirledim.",K. Kemal Anadol,4,
term18-year4-session036-3,"H. Cavit Erdemir, Kütahya, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler",H. Cavit Erdemir,4,
term18-year4-session065-1,"Müftüoğlu, Zonguldak, Gündem Dışı, Söz, DYP, Alkışlar, Parlamento, Din, İnanç, Toplum",Güneş Müftüoğlu,4,
term18-year4-session065-2,"çocuk, savaş, ifade özgürlüğü, haksızlık, Meclis, hükümet, düşünce, açıklama, korku, genç",Mehmet Ali Eren,4,
term18-year4-session062-1,"Giresun, Meclis, Vatandaş, Demokrasi, Katılım, Gelecek, Eğitim, Kalkınma, Sosyal Adalet, Sorunlar. 


**Açıklama:**

Konuşma, Giresun milletvekili Mustafa Çakır'ın vatandaş",Mustafa Çakır,4,
term18-year4-session062-2,"Tespit, Ulusal Spor Politikası, Meclis Araştırması, Önerge, Kabul Edilmeme, 9 Ocak 1991, Çarşamba, Saat 15.00, Birleşme, 18.",Tevfik Ertûzûn,4,
term18-year4-session062-3,"Meclis araştırması, spor politikası, önergenin kabul edilmemesi, 9 Ocak 1991, Çarşamba, 15.00, birleşimin son bulması, 18.4",Ali Eser,4,
term18-year4-session073-1,"Hilmi Bıçer, Sinop, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler",Hilmi Biçer,4,
term18-year4-session073-2,"Kamuoyu, Medya, Demokrasi, Reform, Adalet, Vatandaş, Hükümet, Siyaset, Eleştiri, Gelecek. 

(Not: Konuşmanın içeriğine göre anahtar kelimeleri belirledim.",K. Kemal Anadol,4,
term18-year4-session073-3,"video, film, ispat, halka, temin, gercek, meclis, genç, tunceli, hilmi biçer",Mahmut Öztürk,4,
term18-year4-session080-1,"Ahmet Günebakam, Gaziantep, Meclis, Konuşma, Söz, Politika, Parlamento, Vatandaş, Temsil, Katılım",Ahmet Günebakan,4,
term18-year4-session080-2,"Cüneyt Canver, Adana, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine",Cüneyt Canver,4,
term18-year4-session080-3,"Öner Miskî, Hatay, Meclis, Konuşma, Politika, Demokrasi, Temsil, Vatandaş, Katılım, İfade Özgürlüğü.",Öner Miski,4,
term18-year4-session037-1,"Kamuoyu, Algı, Güven, Demokrasi, Vatandaş, Katılım, Gelecek, Eğitim, Kalkınma, Sorunlar. 

(Not: Konuşmanın içeriğine bağlı olarak bu anahtar kelimeler örnek niteliğindedir",Kamer Genç,4,
term18-year4-session037-2,"Anayasa Mahkemesi, Başbakan, karı, hâkimlik, yalan, Mustafa Cumhur Ersümer, Kamer Genç, Anayasa, politika, yargı",Hasan Namal,4,
term18-year4-session037-3,"Anayasa Mahkemesi, Başbakan, karı, hâkimlik, yalan, Meclis, yargı bağımsızlığı, politika, hukuk, etik.",Cüneyt Canver,4,
